fighter_name,bonus_type,event_name,event_date
TJ Dillashaw,PERF,UFC 177: Dillashaw vs Soto,
Diego Ferreira,FIGHT,UFC 177: Dillashaw vs Soto,
Ramsey Nijem,FIGHT,UFC 177: Dillashaw vs Soto,
Yancy Medeiros,PERF,UFC 177: Dillashaw vs Soto,
Rafael Dos Anjos,PERF,UFC Fight Night: Henderson vs Dos Anjos,
Jordan Mein,PERF,UFC Fight Night: Henderson vs Dos Anjos,
Thales Leites,PERF,UFC Fight Night: Henderson vs Dos Anjos,
Ben Saunders,PERF,UFC Fight Night: Henderson vs Dos Anjos,
Michael Bisping,PERF,UFC Fight Night: Bisping vs Le,
Tyron Woodley,PERF,UFC Fight Night: Bisping vs Le,
Alberto Mina,PERF,UFC Fight Night: Bisping vs Le,
Yuta Sasaki,PERF,UFC Fight Night: Bisping vs Le,
Tim Boetsch,PERF,UFC Fight Night: Bader vs Saint Preux,
Alan Jouban,FIGHT,UFC Fight Night: Bader vs Saint Preux,
Seth Baczynski,FIGHT,UFC Fight Night: Bader vs Saint Preux,
Thiago Tavares,PERF,UFC Fight Night: Bader vs Saint Preux,
Robbie Lawler,FIGHT,UFC on FOX: Lawler vs Brown,
Matt Brown,FIGHT,UFC on FOX: Lawler vs Brown,
Anthony Johnson,PERF,UFC on FOX: Lawler vs Brown,
Dennis Bermudez,PERF,UFC on FOX: Lawler vs Brown,
Conor McGregor,PERF,UFC Fight Night: McGregor vs Brandao,
Gunnar Nelson,PERF,UFC Fight Night: McGregor vs Brandao,
Cathal Pendred,FIGHT,UFC Fight Night: McGregor vs Brandao,
Mike King,FIGHT,UFC Fight Night: McGregor vs Brandao,
Donald Cerrone,PERF,UFC Fight Night: Cowboy vs Miller,
John Lineker,FIGHT,UFC Fight Night: Cowboy vs Miller,
Alptekin Ozkilic,FIGHT,UFC Fight Night: Cowboy vs Miller,
Lucas Martins,PERF,UFC Fight Night: Cowboy vs Miller,
Leandro Issa,FIGHT,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,
Jumabieke Tuerxun,FIGHT,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,
Leandro Issa,PERF,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,
Adriano Martins,PERF,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,
Chris Weidman,FIGHT,UFC 175: Weidman vs Machida,
Lyoto Machida,FIGHT,UFC 175: Weidman vs Machida,
Ronda Rousey,PERF,UFC 175: Weidman vs Machida,
Rob Font,PERF,UFC 175: Weidman vs Machida,
Cub Swanson,FIGHT,UFC Fight Night: Swanson vs Stephens,
Jeremy Stephens,FIGHT,UFC Fight Night: Swanson vs Stephens,
Diego Ferreira,PERF,UFC Fight Night: Swanson vs Stephens,
Ray Borg,PERF,UFC Fight Night: Swanson vs Stephens,
Nate Marquardt,PERF,UFC Fight Night: Te Huna vs Marquardt,
Charles Oliveira,PERF,UFC Fight Night: Te Huna vs Marquardt,
Gian Villante,FIGHT,UFC Fight Night: Te Huna vs Marquardt,
Sean O'Connell,FIGHT,UFC Fight Night: Te Huna vs Marquardt,
Kiichi Kunimoto,PERF,UFC 174: Johnson vs Bagautinov,
Tae Hyun Bang,FIGHT,UFC 174: Johnson vs Bagautinov,
Kajan Johnson,FIGHT,UFC 174: Johnson vs Bagautinov,
Tae Hyun Bang,PERF,UFC 174: Johnson vs Bagautinov,
Benson Henderson,PERF,UFC Fight Night: Henderson vs Khabilov,
Piotr Hallmann,PERF,UFC Fight Night: Henderson vs Khabilov,
Scott Jorgensen,FIGHT,UFC Fight Night: Henderson vs Khabilov,
Danny Martinez,FIGHT,UFC Fight Night: Henderson vs Khabilov,
Stipe Miocic,PERF,UFC Fight Night: Miocic vs Maldonado,
Warlley Alves,PERF,UFC Fight Night: Miocic vs Maldonado,
Edimilson Souza,FIGHT,UFC Fight Night: Miocic vs Maldonado,
Mark Eddiva,FIGHT,UFC Fight Night: Miocic vs Maldonado,
Gegard Mousasi,PERF,UFC Fight Night: Munoz vs Mousasi,
CB Dollaway,PERF,UFC Fight Night: Munoz vs Mousasi,
Niklas Backstrom,PERF,UFC Fight Night: Munoz vs Mousasi,
Magnus Cedenblad,PERF,UFC Fight Night: Munoz vs Mousasi,
TJ Dillashaw,FIGHT,UFC 173: Barao vs Dillashaw,
Renan Barao,FIGHT,UFC 173: Barao vs Dillashaw,
TJ Dillashaw,PERF,UFC 173: Barao vs Dillashaw,
Mitch Clarke,PERF,UFC 173: Barao vs Dillashaw,
Matt Brown,FIGHT,UFC Fight Night: Brown vs Silva,
Erick Silva,FIGHT,UFC Fight Night: Brown vs Silva,
Matt Brown,PERF,UFC Fight Night: Brown vs Silva,
Johnny Eduardo,PERF,UFC Fight Night: Brown vs Silva,
Joseph Benavidez,PERF,UFC 172: Jones vs Teixeira,
Takanori Gomi,FIGHT,UFC 172: Jones vs Teixeira,
Isaac Vallie-Flagg,FIGHT,UFC 172: Jones vs Teixeira,
Chris Beal,PERF,UFC 172: Jones vs Teixeira,
Donald Cerrone,PERF,UFC on FOX: Werdum vs Browne,
Thiago Alves,FIGHT,UFC on FOX: Werdum vs Browne,
Seth Baczynski,FIGHT,UFC on FOX: Werdum vs Browne,
Alex White,PERF,UFC on FOX: Werdum vs Browne,
Dustin Poirier,FIGHT,UFC Fight Night: Bisping vs Kennedy,
Akira Corassani,FIGHT,UFC Fight Night: Bisping vs Kennedy,
KJ Noons,PERF,UFC Fight Night: Bisping vs Kennedy,
Ryan Jimmo,PERF,UFC Fight Night: Bisping vs Kennedy,
Roy Nelson,PERF,UFC Fight Night: Minotauro vs Nelson,
Clay Guida,FIGHT,UFC Fight Night: Minotauro vs Nelson,
Tatsuya Kawajiri,FIGHT,UFC Fight Night: Minotauro vs Nelson,
Ramsey Nijem,PERF,UFC Fight Night: Minotauro vs Nelson,
Dan Henderson,FIGHT,UFC Fight Night: Shogun vs Henderson 2,
Mauricio Rua,FIGHT,UFC Fight Night: Shogun vs Henderson 2,
Dan Henderson,PERF,UFC Fight Night: Shogun vs Henderson 2,
Godofredo Pepey,PERF,UFC Fight Night: Shogun vs Henderson 2,
Johny Hendricks,FIGHT,UFC 171: Hendricks vs Lawler,
Robbie Lawler,FIGHT,UFC 171: Hendricks vs Lawler,
Ovince Saint Preux,PERF,UFC 171: Hendricks vs Lawler,
Dennis Bermudez,PERF,UFC 171: Hendricks vs Lawler,
Alexander Gustafsson,FIGHT,UFC Fight Night: Gustafsson vs Manuwa,
Jimi Manuwa,FIGHT,UFC Fight Night: Gustafsson vs Manuwa,
Alexander Gustafsson,PERF,UFC Fight Night: Gustafsson vs Manuwa,
Gunnar Nelson,PERF,UFC Fight Night: Gustafsson vs Manuwa,
Dong Hyun Kim,PERF,UFC Fight Night: Kim vs Hathaway,
Matt Mitrione,PERF,UFC Fight Night: Kim vs Hathaway,
Yui Chul Nam,FIGHT,UFC Fight Night: Kim vs Hathaway,
Kazuki Tokudome,FIGHT,UFC Fight Night: Kim vs Hathaway,
Ronda Rousey,PERF,UFC 170: Rousey vs McMann,
Rory MacDonald,FIGHT,UFC 170: Rousey vs McMann,
Demian Maia,FIGHT,UFC 170: Rousey vs McMann,
Stephen Thompson,PERF,UFC 170: Rousey vs McMann,
Lyoto Machida,FIGHT,UFC Fight Night: Machida vs Mousasi,
Gegard Mousasi,FIGHT,UFC Fight Night: Machida vs Mousasi,
Erick Silva,PERF,UFC Fight Night: Machida vs Mousasi,
Charles Oliveira,PERF,UFC Fight Night: Machida vs Mousasi,
Abel Trujillo,FIGHT,UFC 169: Barao vs Faber 2,
Jamie Varner,FIGHT,UFC 169: Barao vs Faber 2,
Abel Trujillo,KO,UFC 169: Barao vs Faber 2,
Donald Cerrone,KO,UFC on FOX: Henderson vs Thomson,
Alex Caceres,FIGHT,UFC on FOX: Henderson vs Thomson,
Sergio Pettis,FIGHT,UFC on FOX: Henderson vs Thomson,
Alex Caceres,SUB,UFC on FOX: Henderson vs Thomson,
Luke Rockhold,KO,UFC Fight Night: Rockhold vs Philippou,
Yoel Romero,FIGHT,UFC Fight Night: Rockhold vs Philippou,
Derek Brunson,FIGHT,UFC Fight Night: Rockhold vs Philippou,
Cole Miller,SUB,UFC Fight Night: Rockhold vs Philippou,
Tarec Saffiedine,FIGHT,UFC Fight Night: Saffiedine vs Lim,
Hyun Gyu Lim,FIGHT,UFC Fight Night: Saffiedine vs Lim,
Max Holloway,KO,UFC Fight Night: Saffiedine vs Lim,
Russell Doane,SUB,UFC Fight Night: Saffiedine vs Lim,
Ronda Rousey,FIGHT,UFC 168: Weidman vs Silva 2,
Miesha Tate,FIGHT,UFC 168: Weidman vs Silva 2,
Ronda Rousey,SUB,UFC 168: Weidman vs Silva 2,
Travis Browne,KO,UFC 168: Weidman vs Silva 2,
Demetrious Johnson,KO,UFC on FOX: Johnson vs. Benavidez 2,
Urijah Faber,SUB,UFC on FOX: Johnson vs. Benavidez 2,
Edson Barboza,FIGHT,UFC on FOX: Johnson vs. Benavidez 2,
Danny Castillo,FIGHT,UFC on FOX: Johnson vs. Benavidez 2,
Mark Hunt,FIGHT,UFC Fight Night: Hunt vs Bigfoot,
Antonio Silva,FIGHT,UFC Fight Night: Hunt vs Bigfoot,
Mauricio Rua,KO,UFC Fight Night: Hunt vs Bigfoot,
Nate Diaz,KO,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,
Chris Holdsworth,SUB,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,
Josh Sampo,FIGHT,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,
Ryan Benoit,FIGHT,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,
Georges St-Pierre,FIGHT,UFC 167: St-Pierre vs Hendricks,
Johny Hendricks,FIGHT,UFC 167: St-Pierre vs Hendricks,
Tyron Woodley,KO,UFC 167: St-Pierre vs Hendricks,
Donald Cerrone,SUB,UFC 167: St-Pierre vs Hendricks,
Vitor Belfort,KO,UFC Fight Night: Belfort vs Henderson 2,
Omari Akhmedov,FIGHT,UFC Fight Night: Belfort vs Henderson 2,
Thiago Perpetuo,FIGHT,UFC Fight Night: Belfort vs Henderson 2,
Adriano Martins,SUB,UFC Fight Night: Belfort vs Henderson 2,
Tim Kennedy,KO,UFC Fight Night: Fight for the Troops 3,
Rustam Khabilov,FIGHT,UFC Fight Night: Fight for the Troops 3,
Jorge Masvidal,FIGHT,UFC Fight Night: Fight for the Troops 3,
Michael Chiesa,SUB,UFC Fight Night: Fight for the Troops 3,
Lyoto Machida,KO,UFC Fight Night: Machida vs Munoz,
Nicholas Musoke,SUB,UFC Fight Night: Machida vs Munoz,
Luke Barnatt,FIGHT,UFC Fight Night: Machida vs Munoz,
Andrew Craig,FIGHT,UFC Fight Night: Machida vs Munoz,
Gilbert Melendez,FIGHT,UFC 166: Velasquez vs Dos Santos 3,
Diego Sanchez,FIGHT,UFC 166: Velasquez vs Dos Santos 3,
John Dodson,KO,UFC 166: Velasquez vs Dos Santos 3,
Tony Ferguson,SUB,UFC 166: Velasquez vs Dos Santos 3,
Dong Hyun Kim,KO,UFC Fight Night: Maia vs Shields,
Raphael Assuncao,FIGHT,UFC Fight Night: Maia vs Shields,
TJ Dillashaw,FIGHT,UFC Fight Night: Maia vs Shields,
Jon Jones,FIGHT,UFC 165: Jones vs Gustafsson,
Alexander Gustafsson,FIGHT,UFC 165: Jones vs Gustafsson,
Renan Barao,KO,UFC 165: Jones vs Gustafsson,
Mitch Gagnon,SUB,UFC 165: Jones vs Gustafsson,
Glover Teixeira,KO,UFC Fight Night: Teixeira vs Bader,
Piotr Hallmann,SUB,UFC Fight Night: Teixeira vs Bader,
Rafael Natal,FIGHT,UFC Fight Night: Teixeira vs Bader,
Tor Troeng,FIGHT,UFC Fight Night: Teixeira vs Bader,
Anthony Pettis,SUB,UFC 164: Henderson vs Pettis 2,
Chad Mendes,KO,UFC 164: Henderson vs Pettis 2,
Hyun Gyu Lim,FIGHT,UFC 164: Henderson vs Pettis 2,
Pascal Krauss,FIGHT,UFC 164: Henderson vs Pettis 2,
Carlos Condit,FIGHT,UFC Fight Night: Condit vs Kampmann 2,
Martin Kampmann,FIGHT,UFC Fight Night: Condit vs Kampmann 2,
Brandon Thatch,KO,UFC Fight Night: Condit vs Kampmann 2,
Zak Cummings,SUB,UFC Fight Night: Condit vs Kampmann 2,
Chael Sonnen,SUB,UFC Fight Night: Shogun vs Sonnen,
Travis Browne,KO,UFC Fight Night: Shogun vs Sonnen,
Matt Brown,KO,UFC Fight Night: Shogun vs Sonnen,
Michael McDonald,FIGHT,UFC Fight Night: Shogun vs Sonnen,
Brad Pickett,FIGHT,UFC Fight Night: Shogun vs Sonnen,
Michael McDonald,SUB,UFC Fight Night: Shogun vs Sonnen,
Anthony Perosh,KO,UFC 163: Aldo vs Jung,
Sergio Moraes,SUB,UFC 163: Aldo vs Jung,
Ian McCall,FIGHT,UFC 163: Aldo vs Jung,
Iliarde Santos,FIGHT,UFC 163: Aldo vs Jung,
Demetrious Johnson,SUB,UFC on FOX: Johnson vs Moraga,
Melvin Guillard,KO,UFC on FOX: Johnson vs Moraga,
Ed Herman,FIGHT,UFC on FOX: Johnson vs Moraga,
Trevor Smith,FIGHT,UFC on FOX: Johnson vs Moraga,
Chris Weidman,KO,UFC 162: Silva vs Weidman,
Frankie Edgar,FIGHT,UFC 162: Silva vs Weidman,
Charles Oliveira,FIGHT,UFC 162: Silva vs Weidman,
Cub Swanson,FIGHT,UFC 162: Silva vs Weidman,
Dennis Siver,FIGHT,UFC 162: Silva vs Weidman,
Shawn Jordan,KO,UFC 161: Evans vs Henderson,
James Krause,FIGHT,UFC 161: Evans vs Henderson,
Sam Stout,FIGHT,UFC 161: Evans vs Henderson,
James Krause,SUB,UFC 161: Evans vs Henderson,
Thiago Silva,FIGHT,UFC on FUEL TV: Nogueira vs. Werdum,
Rafael Cavalcante,FIGHT,UFC on FUEL TV: Nogueira vs. Werdum,
Thiago Silva,KO,UFC on FUEL TV: Nogueira vs. Werdum,
Erick Silva,SUB,UFC on FUEL TV: Nogueira vs. Werdum,
Junior Dos Santos,FIGHT,UFC 160: Velasquez vs Silva 2,
Mark Hunt,FIGHT,UFC 160: Velasquez vs Silva 2,
Glover Teixeira,SUB,UFC 160: Velasquez vs Silva 2,
TJ Grant,KO,UFC 160: Velasquez vs Silva 2,
Vitor Belfort,KO,UFC on FX: Belfort vs. Rockhold,
Jacare Souza,SUB,UFC on FX: Belfort vs. Rockhold,
Lucas Martins,FIGHT,UFC on FX: Belfort vs. Rockhold,
Jeremy Larsen,FIGHT,UFC on FX: Belfort vs. Rockhold,
Roy Nelson,KO,UFC 159: Jones vs Sonnen,
Jim Miller,FIGHT,UFC 159: Jones vs Sonnen,
Pat Healy,FIGHT,UFC 159: Jones vs Sonnen,
Bryan Caraway,SUB,UFC 159: Jones vs Sonnen,
Josh Thomson,KO,UFC on FOX: Henderson vs Melendez,
Matt Brown,FIGHT,UFC on FOX: Henderson vs Melendez,
Jordan Mein,FIGHT,UFC on FOX: Henderson vs Melendez,
Yoel Romero,KO,UFC on FOX: Henderson vs Melendez,
Cat Zingano,FIGHT,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,
Miesha Tate,FIGHT,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,
Travis Browne,KO,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,
Daniel Pineda,SUB,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,
Brad Pickett,FIGHT,UFC on FUEL TV: Mousasi vs Latifi,
Mike Easton,FIGHT,UFC on FUEL TV: Mousasi vs Latifi,
Reza Madadi,SUB,UFC on FUEL TV: Mousasi vs Latifi,
Conor McGregor,KO,UFC on FUEL TV: Mousasi vs Latifi,
Johny Hendricks,FIGHT,UFC 158: St-Pierre vs Diaz,
Carlos Condit,FIGHT,UFC 158: St-Pierre vs Diaz,
Jake Ellenberger,KO,UFC 158: St-Pierre vs Diaz,
Wanderlei Silva,FIGHT,UFC on FUEL TV: Silva vs. Stann,
Brian Stann,FIGHT,UFC on FUEL TV: Silva vs. Stann,
Wanderlei Silva,KO,UFC on FUEL TV: Silva vs. Stann,
Mark Hunt,KO,UFC on FUEL TV: Silva vs. Stann,
Robbie Lawler,KO,UFC 157: Rousey vs Carmouche,
Dennis Bermudez,FIGHT,UFC 157: Rousey vs Carmouche,
Matt Grice,FIGHT,UFC 157: Rousey vs Carmouche,
Kenny Robertson,SUB,UFC 157: Rousey vs Carmouche,
Renan Barao,SUB,UFC on FUEL TV: Barao vs McDonald,
Tom Watson,FIGHT,UFC on FUEL TV: Barao vs McDonald,
Stanislav Nedkov,FIGHT,UFC on FUEL TV: Barao vs McDonald,
Tom Watson,KO,UFC on FUEL TV: Barao vs McDonald,
Jose Aldo,FIGHT,UFC 156: Aldo vs Edgar,
Frankie Edgar,FIGHT,UFC 156: Aldo vs Edgar,
Antonio Silva,KO,UFC 156: Aldo vs Edgar,
King Green,SUB,UFC 156: Aldo vs Edgar,
Demetrious Johnson,FIGHT,UFC on FOX: Johnson vs Dodson,
John Dodson,FIGHT,UFC on FOX: Johnson vs Dodson,
Anthony Pettis,KO,UFC on FOX: Johnson vs Dodson,
Ryan Bader,SUB,UFC on FOX: Johnson vs Dodson,
Vitor Belfort,KO,UFC on FX: Belfort vs Bisping,
CB Dollaway,FIGHT,UFC on FX: Belfort vs Bisping,
Daniel Sarafian,FIGHT,UFC on FX: Belfort vs Bisping,
Ildemar Alcantara,SUB,UFC on FX: Belfort vs Bisping,
Jim Miller,FIGHT,UFC 155: Dos Santos vs Velasquez II,
Joe Lauzon,FIGHT,UFC 155: Dos Santos vs Velasquez II,
Todd Duffee,KO,UFC 155: Dos Santos vs Velasquez II,
John Moraga,SUB,UFC 155: Dos Santos vs Velasquez II,
Pat Barry,KO,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,
TJ Waldburger,SUB,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,
Tim Elliott,FIGHT,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,
Jared Papazian,FIGHT,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,
Ben Alloway,KO,UFC on FX: Sotiropoulos vs Pearson,
Cody Donovan,FIGHT,UFC on FX: Sotiropoulos vs Pearson,
Nick Penner,FIGHT,UFC on FX: Sotiropoulos vs Pearson,
Yves Edwards,KO,UFC on FOX: Henderson vs Diaz,
Scott Jorgensen,FIGHT,UFC on FOX: Henderson vs Diaz,
John Albert,FIGHT,UFC on FOX: Henderson vs Diaz,
Scott Jorgensen,SUB,UFC on FOX: Henderson vs Diaz,
Georges St-Pierre,FIGHT,UFC 154: St-Pierre vs Condit,
Carlos Condit,FIGHT,UFC 154: St-Pierre vs Condit,
Johny Hendricks,KO,UFC 154: St-Pierre vs Condit,
Ivan Menjivar,SUB,UFC 154: St-Pierre vs Condit,
Cung Le,KO,UFC Macao: Franklin vs Le,
Thiago Silva,SUB,UFC Macao: Franklin vs Le,
Takanori Gomi,FIGHT,UFC Macao: Franklin vs Le,
Mac Danzig,FIGHT,UFC Macao: Franklin vs Le,
Antonio Rodrigo Nogueira,SUB,UFC 153: Silva vs Bonnar,
Jon Fitch,FIGHT,UFC 153: Silva vs Bonnar,
Erick Silva,FIGHT,UFC 153: Silva vs Bonnar,
Rony Jason,KO,UFC 153: Silva vs Bonnar,
Justin Edwards,SUB,UFC on FX: Browne vs Bigfoot,
Michael Johnson,KO,UFC on FX: Browne vs Bigfoot,
Diego Nunes,FIGHT,UFC on FX: Browne vs Bigfoot,
Bart Palaszewski,FIGHT,UFC on FX: Browne vs Bigfoot,
Stefan Struve,FIGHT,UFC on FUEL TV: Struve vs Miocic,
Stipe Miocic,FIGHT,UFC on FUEL TV: Struve vs Miocic,
Brad Pickett,KO,UFC on FUEL TV: Struve vs Miocic,
Matt Wiman,SUB,UFC on FUEL TV: Struve vs Miocic,
Jon Jones,SUB,UFC 152: Jones vs Belfort,
Cub Swanson,KO,UFC 152: Jones vs Belfort,
TJ Grant,FIGHT,UFC 152: Jones vs Belfort,
Evan Dunham,FIGHT,UFC 152: Jones vs Belfort,
Donald Cerrone,FIGHT,UFC 150: Henderson vs Edgar II,
Melvin Guillard,FIGHT,UFC 150: Henderson vs Edgar II,
Donald Cerrone,KO,UFC 150: Henderson vs Edgar II,
Dennis Bermudez,SUB,UFC 150: Henderson vs Edgar II,
Joe Lauzon,FIGHT,UFC on FOX: Shogun vs Vera,
Jamie Varner,FIGHT,UFC on FOX: Shogun vs Vera,
Joe Lauzon,SUB,UFC on FOX: Shogun vs Vera,
Mike Swick,KO,UFC on FOX: Shogun vs Vera,
Chris Clements,SUB,UFC 149: Faber vs Barao,
Ryan Jimmo,KO,UFC 149: Faber vs Barao,
Bryan Caraway,FIGHT,UFC 149: Faber vs Barao,
Mitch Gagnon,FIGHT,UFC 149: Faber vs Barao,
Chris Weidman,KO,UFC on FUEL TV: Munoz vs Weidman,
James Te Huna,FIGHT,UFC on FUEL TV: Munoz vs Weidman,
Joey Beltran,FIGHT,UFC on FUEL TV: Munoz vs Weidman,
Alex Caceres,SUB,UFC on FUEL TV: Munoz vs Weidman,
Anderson Silva,KO,UFC 148: Silva vs Sonnen 2,
Forrest Griffin,FIGHT,UFC 148: Silva vs Sonnen 2,
Tito Ortiz,FIGHT,UFC 148: Silva vs Sonnen 2,
Rich Franklin,FIGHT,UFC 147: Silva vs Franklin 2,
Wanderlei Silva,FIGHT,UFC 147: Silva vs Franklin 2,
Rodrigo Damm,SUB,UFC 147: Silva vs Franklin 2,
Marcos Vinicius,KO,UFC 147: Silva vs Franklin 2,
Sam Stout,FIGHT,UFC on FX: Maynard vs Guida,
Spencer Fisher,FIGHT,UFC on FX: Maynard vs Guida,
Cub Swanson,KO,UFC on FX: Maynard vs Guida,
Dan Miller,SUB,UFC on FX: Maynard vs Guida,
Erick Silva,SUB,UFC on FX: Johnson vs McCall,
Mike Pyle,KO,UFC on FX: Johnson vs McCall,
Eddie Wineland,FIGHT,UFC on FX: Johnson vs McCall,
Scott Jorgensen,FIGHT,UFC on FX: Johnson vs McCall,
Martin Kampmann,KO,The Ultimate Fighter: Live Finale,
Michael Chiesa,SUB,The Ultimate Fighter: Live Finale,
Justin Lawrence,FIGHT,The Ultimate Fighter: Live Finale,
John Cofer,FIGHT,The Ultimate Fighter: Live Finale,
Justin Lawrence,KO,The Ultimate Fighter: Live Finale,
Roy Nelson,KO,UFC 146: Dos Santos vs Mir,
Stefan Struve,SUB,UFC 146: Dos Santos vs Mir,
Dan Hardy,KO,UFC 146: Dos Santos vs Mir,
Paul Sass,SUB,UFC 146: Dos Santos vs Mir,
Chan Sung Jung,FIGHT,UFC on FUEL TV: Korean Zombie vs Poirier,
Dustin Poirier,FIGHT,UFC on FUEL TV: Korean Zombie vs Poirier,
Chan Sung Jung,SUB,UFC on FUEL TV: Korean Zombie vs Poirier,
Tom Lawlor,KO,UFC on FUEL TV: Korean Zombie vs Poirier,
Nate Diaz,SUB,UFC on FOX: Diaz vs Miller,
Lavar Johnson,KO,UFC on FOX: Diaz vs Miller,
Louis Gaudinot,FIGHT,UFC on FOX: Diaz vs Miller,
John Lineker,FIGHT,UFC on FOX: Diaz vs Miller,
Ben Rothwell,KO,UFC 145: Jones vs Evans,
Eddie Yagin,FIGHT,UFC 145: Jones vs Evans,
Mark Hominick,FIGHT,UFC 145: Jones vs Evans,
Travis Browne,SUB,UFC 145: Jones vs Evans,
Siyar Bahadurzada,KO,UFC on FUEL TV: Gustafsson vs Silva,
John Maguire,SUB,UFC on FUEL TV: Gustafsson vs Silva,
Brad Pickett,FIGHT,UFC on FUEL TV: Gustafsson vs Silva,
Damacio Page,FIGHT,UFC on FUEL TV: Gustafsson vs Silva,
Martin Kampmann,SUB,UFC on FX: Alves vs Kampmann,
Joseph Benavidez,KO,UFC on FX: Alves vs Kampmann,
Demetrious Johnson,FIGHT,UFC on FX: Alves vs Kampmann,
Ian McCall,FIGHT,UFC on FX: Alves vs Kampmann,
Benson Henderson,FIGHT,UFC 144: Edgar vs Henderson,
Frankie Edgar,FIGHT,UFC 144: Edgar vs Henderson,
Anthony Pettis,KO,UFC 144: Edgar vs Henderson,
Vaughan Lee,SUB,UFC 144: Edgar vs Henderson,
Jake Ellenberger,FIGHT,UFC on FUEL TV: Sanchez vs Ellenberger,
Diego Sanchez,FIGHT,UFC on FUEL TV: Sanchez vs Ellenberger,
Stipe Miocic,KO,UFC on FUEL TV: Sanchez vs Ellenberger,
Ivan Menjivar,SUB,UFC on FUEL TV: Sanchez vs Ellenberger,
Fabricio Werdum,FIGHT,UFC 143: Diaz vs Condit,
Roy Nelson,FIGHT,UFC 143: Diaz vs Condit,
Dustin Poirier,SUB,UFC 143: Diaz vs Condit,
Stephen Thompson,KO,UFC 143: Diaz vs Condit,
Evan Dunham,FIGHT,UFC on FOX: Evans vs Davis,
Nik Lentz,FIGHT,UFC on FOX: Evans vs Davis,
Charles Oliveira,SUB,UFC on FOX: Evans vs Davis,
Lavar Johnson,KO,UFC on FOX: Evans vs Davis,
Jim Miller,SUB,UFC on FX: Guillard vs Miller,
Pat Barry,FIGHT,UFC on FX: Guillard vs Miller,
Christian Morecraft,FIGHT,UFC on FX: Guillard vs Miller,
Nick Denis,KO,UFC on FX: Guillard vs Miller,
Rousimar Palhares,SUB,UFC 142: Aldo vs Mendes,
Edson Barboza,FIGHT,UFC 142: Aldo vs Mendes,
Terry Etim,FIGHT,UFC 142: Aldo vs Mendes,
Edson Barboza,KO,UFC 142: Aldo vs Mendes,
Nate Diaz,FIGHT,UFC 141: Lesnar vs Overeem,
Donald Cerrone,FIGHT,UFC 141: Lesnar vs Overeem,
Johny Hendricks,KO,UFC 141: Lesnar vs Overeem,
Jon Jones,FIGHT,UFC 140: Jones vs Machida,
Lyoto Machida,FIGHT,UFC 140: Jones vs Machida,
Frank Mir,SUB,UFC 140: Jones vs Machida,
Chan Sung Jung,KO,UFC 140: Jones vs Machida,
Diego Brandao,FIGHT,The Ultimate Fighter: Team Bisping vs Team Miller Finale,
Dennis Bermudez,FIGHT,The Ultimate Fighter: Team Bisping vs Team Miller Finale,
Diego Brandao,SUB,The Ultimate Fighter: Team Bisping vs Team Miller Finale,
John Dodson,KO,The Ultimate Fighter: Team Bisping vs Team Miller Finale,
Dan Henderson,FIGHT,UFC 139: Shogun vs Henderson,
Mauricio Rua,FIGHT,UFC 139: Shogun vs Henderson,
Wanderlei Silva,FIGHT,UFC 139: Shogun vs Henderson,
Cung Le,FIGHT,UFC 139: Shogun vs Henderson,
Urijah Faber,SUB,UFC 139: Shogun vs Henderson,
Michael McDonald,KO,UFC 139: Shogun vs Henderson,
Junior Dos Santos,KO,UFC on FOX: Velasquez vs Dos Santos,
Benson Henderson,FIGHT,UFC on FOX: Velasquez vs Dos Santos,
Clay Guida,FIGHT,UFC on FOX: Velasquez vs Dos Santos,
Ricardo Lamas,SUB,UFC on FOX: Velasquez vs Dos Santos,
Renan Barao,FIGHT,UFC 138: Leben vs Munoz,
Brad Pickett,FIGHT,UFC 138: Leben vs Munoz,
Terry Etim,SUB,UFC 138: Leben vs Munoz,
Che Mills,KO,UFC 138: Leben vs Munoz,
Nick Diaz,FIGHT,UFC 137: Penn vs Diaz,
BJ Penn,FIGHT,UFC 137: Penn vs Diaz,
Donald Cerrone,SUB,UFC 137: Penn vs Diaz,
Bart Palaszewski,KO,UFC 137: Penn vs Diaz,
Frankie Edgar,KO,UFC 136: Edgar vs Maynard 3,
Nam Phan,FIGHT,UFC 136: Edgar vs Maynard 3,
Leonard Garcia,FIGHT,UFC 136: Edgar vs Maynard 3,
Joe Lauzon,SUB,UFC 136: Edgar vs Maynard 3,
